Folder	ConsManifesto2015	ConsManifesto2015_Rel_Freq	GreenManifesto2015	GreenManifesto2015_Rel_Freq	LabourManifesto2015	LabourManifesto2015_Rel_Freq	LibdemManifesto2015	LibdemManifesto2015_Rel_Freq	PlaidCymruManifesto2015	PlaidCymruManifesto2015_Rel_Freq	SNPManifesto2015	SNPManifesto2015_Rel_Freq	UKIPManifesto2015	UKIPManifesto2015_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
K3	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
K4	12 	0.04	15 	0.04	8 	0.05	6 	0.02	5 	0.03	3 	0.02	10 	0.04	59	0.03	7	5.98	0.14	0.15	
K5	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
K5.1	61 	0.21	32 	0.08	19 	0.11	42 	0.13	37 	0.21	11 	0.06	44 	0.17	246	0.14	7	37.98	0.17	0.19	
K5.2	3 	0.01	1 	0.00	4 	0.02	5 	0.02	1 	0.01	0	0.00	1 	0.00	15	0.01	6	10.77	0.36	0.40	
K6	2 	0.01	3 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	5 	0.02	11	0.01	4	11.83	0.38	0.42	
L1	7 	0.02	19 	0.05	1 	0.01	3 	0.01	1 	0.01	2 	0.01	4 	0.02	37	0.02	7	19.88	0.32	0.36	
L1+	36 	0.12	48 	0.12	29 	0.16	44 	0.14	22 	0.12	16 	0.09	8 	0.03	203	0.11	7	28.91	0.13	0.14	
L1-	15 	0.05	30 	0.08	4 	0.02	5 	0.02	5 	0.03	2 	0.01	20 	0.08	81	0.04	7	30.47	0.28	0.31	
L2	28 	0.10	102 	0.26	10 	0.06	20 	0.06	8 	0.05	11 	0.06	29 	0.11	208	0.12	7	84.05	0.27	0.30	
L3	9 	0.03	11 	0.03	4 	0.02	20 	0.06	6 	0.03	1 	0.01	8 	0.03	59	0.03	7	13.80	0.16	0.18	
M1	259 	0.88	316 	0.80	137 	0.78	217 	0.67	114 	0.65	84 	0.47	266 	1.02	1393	0.77	7	55.58	0.08	0.09	
M2	215 	0.73	229 	0.58	102 	0.58	245 	0.76	106 	0.60	143 	0.80	186 	0.71	1226	0.68	7	18.61	0.06	0.06	
M3	104 	0.35	285 	0.72	47 	0.27	136 	0.42	58 	0.33	20 	0.11	67 	0.26	717	0.40	7	163.30	0.19	0.21	
M4	21 	0.07	10 	0.03	3 	0.02	11 	0.03	7 	0.04	9 	0.05	28 	0.11	89	0.05	7	28.42	0.24	0.27	
M5	4 	0.01	18 	0.05	3 	0.02	12 	0.04	2 	0.01	8 	0.04	17 	0.06	64	0.04	7	17.85	0.22	0.24	
M6	291 	0.99	398 	1.01	189 	1.07	292 	0.90	147 	0.83	199 	1.12	290 	1.11	1806	1.00	7	14.30	0.04	0.04	
M7	288 	0.98	457 	1.16	177 	1.00	366 	1.13	154 	0.87	107 	0.60	251 	0.96	1800	1.00	7	51.80	0.06	0.07	
M8	20 	0.07	13 	0.03	2 	0.01	9 	0.03	6 	0.03	4 	0.02	15 	0.06	69	0.04	7	15.09	0.20	0.22	
N1	368 	1.25	595 	1.51	134 	0.76	331 	1.03	161 	0.91	170 	0.95	306 	1.17	2065	1.14	7	89.64	0.09	0.10	
N2	19 	0.06	18 	0.05	6 	0.03	6 	0.02	3 	0.02	5 	0.03	11 	0.04	68	0.04	7	12.32	0.18	0.20	
N3	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
N3.1	19 	0.06	25 	0.06	10 	0.06	15 	0.05	7 	0.04	22 	0.12	10 	0.04	108	0.06	7	14.16	0.13	0.14	
N3.2	17 	0.06	18 	0.05	10 	0.06	18 	0.06	6 	0.03	10 	0.06	26 	0.10	105	0.06	7	9.55	0.10	0.11	
N3.2+	91 	0.31	118 	0.30	44 	0.25	112 	0.35	20 	0.11	71 	0.40	58 	0.22	514	0.28	7	40.54	0.10	0.11	
N3.2++	2 	0.01	9 	0.02	0	0.00	1 	0.00	1 	0.01	2 	0.01	4 	0.02	19	0.01	6	11.71	0.33	0.36	
N3.2+++	13 	0.04	26 	0.07	6 	0.03	6 	0.02	2 	0.01	5 	0.03	22 	0.08	80	0.04	7	25.00	0.24	0.26	
N3.2-	11 	0.04	45 	0.11	14 	0.08	16 	0.05	5 	0.03	17 	0.10	48 	0.18	156	0.09	7	50.58	0.24	0.27	
N3.2--	4 	0.01	8 	0.02	3 	0.02	4 	0.01	0	0.00	3 	0.02	9 	0.03	31	0.02	6	10.46	0.18	0.20	
N3.2---	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
N3.3	29 	0.10	30 	0.08	14 	0.08	53 	0.16	8 	0.05	16 	0.09	23 	0.09	173	0.10	7	21.31	0.13	0.15	
N3.3+	4 	0.01	17 	0.04	3 	0.02	7 	0.02	3 	0.02	6 	0.03	5 	0.02	45	0.02	7	8.11	0.19	0.21	
N3.3++	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
N3.3+++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
N3.3-	25 	0.09	15 	0.04	8 	0.05	5 	0.02	4 	0.02	4 	0.02	4 	0.02	65	0.04	7	25.46	0.26	0.29	
N3.3--	3 	0.01	0	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	2 	0.01	8	0.00	4	11.42	0.50	0.55	
N3.3---	2 	0.01	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	4	7.09	0.41	0.45	
N3.4	1 	0.00	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	5	0.00	3	6.05	0.44	0.49	
N3.4+	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.90	0.68	0.76	
N3.5	7 	0.02	11 	0.03	4 	0.02	11 	0.03	2 	0.01	4 	0.02	9 	0.03	48	0.03	7	3.48	0.10	0.11	
N3.5+	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
N3.5-	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
N3.6	7 	0.02	15 	0.04	2 	0.01	19 	0.06	4 	0.02	3 	0.02	15 	0.06	65	0.04	7	15.50	0.21	0.23	
N3.6+	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
N3.7	12 	0.04	50 	0.13	16 	0.09	20 	0.06	26 	0.15	24 	0.13	18 	0.07	166	0.09	7	28.53	0.19	0.21	
N3.7+	34 	0.12	20 	0.05	16 	0.09	23 	0.07	8 	0.05	13 	0.07	21 	0.08	135	0.07	7	12.17	0.12	0.13	
N3.7++	18 	0.06	27 	0.07	13 	0.07	28 	0.09	9 	0.05	24 	0.13	10 	0.04	129	0.07	7	15.41	0.13	0.14	
N3.7+++	12 	0.04	5 	0.01	5 	0.03	10 	0.03	2 	0.01	5 	0.03	3 	0.01	42	0.02	7	9.81	0.22	0.25	
N3.7++++++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
N3.7-	9 	0.03	13 	0.03	8 	0.05	25 	0.08	0	0.00	19 	0.11	6 	0.02	80	0.04	6	39.24	0.27	0.30	
N3.7-+++	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	2	7.30	0.69	0.77	
N3.7--	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.90	0.62	0.69	
N3.7---	6 	0.02	5 	0.01	1 	0.01	1 	0.00	0	0.00	3 	0.02	0	0.00	16	0.01	5	14.42	0.39	0.44	
N3.8	32 	0.11	32 	0.08	16 	0.09	14 	0.04	11 	0.06	28 	0.16	25 	0.10	158	0.09	7	20.02	0.13	0.15	
N3.8+	22 	0.07	26 	0.07	10 	0.06	27 	0.08	10 	0.06	18 	0.10	17 	0.06	130	0.07	7	4.09	0.07	0.08	
N3.8++	8 	0.03	6 	0.02	1 	0.01	6 	0.02	3 	0.02	1 	0.01	2 	0.01	27	0.01	7	6.55	0.19	0.21	
N3.8+++	5 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	5	0.00	1	18.15	0.84	0.93	
N3.8++++	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	0	0.00	3	0.00	3	5.73	0.58	0.65	
N3.8-	2 	0.01	7 	0.02	0	0.00	2 	0.01	2 	0.01	2 	0.01	7 	0.03	22	0.01	6	10.58	0.27	0.30	
N4	130 	0.44	118 	0.30	48 	0.27	102 	0.32	34 	0.19	60 	0.34	97 	0.37	589	0.33	7	26.48	0.08	0.09	
N4+++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.30	0.72	0.80	
N5	111 	0.38	263 	0.67	59 	0.33	120 	0.37	62 	0.35	88 	0.49	185 	0.71	888	0.49	7	80.33	0.14	0.16	
N5+	133 	0.45	226 	0.57	83 	0.47	149 	0.46	70 	0.40	136 	0.76	148 	0.57	945	0.52	7	31.97	0.08	0.09	
N5++	228 	0.78	210 	0.53	96 	0.54	163 	0.51	93 	0.53	217 	1.22	141 	0.54	1148	0.64	7	109.43	0.13	0.14	
N5+++	12 	0.04	20 	0.05	7 	0.04	14 	0.04	3 	0.02	9 	0.05	10 	0.04	75	0.04	7	4.47	0.08	0.09	
N5++++	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.01	2 	0.01	0	0.00	5	0.00	4	7.07	0.42	0.47	
N5-	77 	0.26	166 	0.42	47 	0.27	98 	0.30	49 	0.28	49 	0.27	76 	0.29	562	0.31	7	19.21	0.08	0.09	
N5--	13 	0.04	23 	0.06	6 	0.03	11 	0.03	5 	0.03	3 	0.02	6 	0.02	67	0.04	7	9.10	0.16	0.17	
N5---	22 	0.07	35 	0.09	17 	0.10	27 	0.08	13 	0.07	19 	0.11	27 	0.10	160	0.09	7	2.53	0.05	0.06	
N5.1	0	0.00	12 	0.03	0	0.00	3 	0.01	1 	0.01	2 	0.01	1 	0.00	19	0.01	5	21.70	0.42	0.46	
N5.1+	184 	0.63	276 	0.70	96 	0.54	237 	0.73	145 	0.82	110 	0.62	179 	0.68	1227	0.68	7	14.11	0.04	0.05	
N5.1+++	3 	0.01	4 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	2 	0.01	11	0.01	4	10.54	0.38	0.42	
N5.1-	35 	0.12	69 	0.17	23 	0.13	36 	0.11	31 	0.18	34 	0.19	13 	0.05	241	0.13	7	30.54	0.14	0.16	
N5.2+	54 	0.18	78 	0.20	46 	0.26	48 	0.15	14 	0.08	22 	0.12	58 	0.22	320	0.18	7	26.50	0.11	0.13	
N6	8 	0.03	6 	0.02	0	0.00	5 	0.02	1 	0.01	2 	0.01	7 	0.03	29	0.02	6	11.00	0.21	0.23	
N6+	36 	0.12	62 	0.16	28 	0.16	42 	0.13	20 	0.11	21 	0.12	61 	0.23	270	0.15	7	15.99	0.10	0.11	
N6+++	18 	0.06	4 	0.01	8 	0.05	13 	0.04	10 	0.06	4 	0.02	4 	0.02	61	0.03	7	21.70	0.27	0.29	
N6-	3 	0.01	6 	0.02	1 	0.01	3 	0.01	0	0.00	1 	0.01	11 	0.04	25	0.01	6	17.69	0.32	0.35	
O1	13 	0.04	60 	0.15	6 	0.03	20 	0.06	21 	0.12	6 	0.03	10 	0.04	136	0.08	7	48.93	0.28	0.31	
O1.1	13 	0.04	39 	0.10	9 	0.05	25 	0.08	11 	0.06	9 	0.05	15 	0.06	121	0.07	7	10.27	0.13	0.15	
O1.2	9 	0.03	32 	0.08	4 	0.02	12 	0.04	5 	0.03	15 	0.08	9 	0.03	86	0.05	7	20.11	0.23	0.25	
O1.3	11 	0.04	36 	0.09	3 	0.02	31 	0.10	5 	0.03	7 	0.04	10 	0.04	103	0.06	7	29.19	0.25	0.28	
O1.3-	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
O2	90 	0.31	151 	0.38	43 	0.24	104 	0.32	46 	0.26	59 	0.33	70 	0.27	563	0.31	7	12.45	0.06	0.07	
O3	9 	0.03	39 	0.10	2 	0.01	32 	0.10	14 	0.08	6 	0.03	10 	0.04	112	0.06	7	36.57	0.26	0.29	
O4.1	45 	0.15	58 	0.15	31 	0.18	82 	0.25	26 	0.15	28 	0.16	25 	0.10	295	0.16	7	23.90	0.11	0.12	
O4.2	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.90	0.62	0.69	
O4.2+	19 	0.06	20 	0.05	4 	0.02	16 	0.05	16 	0.09	1 	0.01	18 	0.07	94	0.05	7	22.15	0.16	0.18	
O4.2++	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
O4.2-	3 	0.01	10 	0.03	1 	0.01	7 	0.02	1 	0.01	0	0.00	11 	0.04	33	0.02	6	19.02	0.31	0.34	
O4.3	20 	0.07	109 	0.28	10 	0.06	65 	0.20	20 	0.11	3 	0.02	16 	0.06	243	0.13	7	119.68	0.32	0.35	
O4.4	10 	0.03	27 	0.07	14 	0.08	12 	0.04	9 	0.05	7 	0.04	12 	0.05	91	0.05	7	8.36	0.14	0.15	
O4.5	12 	0.04	16 	0.04	10 	0.06	17 	0.05	6 	0.03	2 	0.01	11 	0.04	74	0.04	7	7.58	0.09	0.10	
O4.6	1 	0.00	4 	0.01	0	0.00	2 	0.01	1 	0.01	0	0.00	0	0.00	8	0.00	4	7.92	0.38	0.42	
O4.6+	6 	0.02	34 	0.09	5 	0.03	19 	0.06	4 	0.02	5 	0.03	4 	0.02	77	0.04	7	29.59	0.29	0.32	
O4.6-	7 	0.02	1 	0.00	8 	0.05	2 	0.01	0	0.00	5 	0.03	4 	0.02	27	0.01	6	23.59	0.38	0.43	
O4.6--	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
P1	288 	0.98	355 	0.90	190 	1.08	348 	1.08	202 	1.15	111 	0.62	280 	1.07	1774	0.98	7	40.82	0.06	0.06	
Q1.1	33 	0.11	30 	0.08	13 	0.07	31 	0.10	15 	0.09	21 	0.12	28 	0.11	171	0.09	7	4.87	0.08	0.08	
Q1.2	91 	0.31	101 	0.26	61 	0.35	114 	0.35	45 	0.26	64 	0.36	131 	0.50	607	0.34	7	31.37	0.09	0.10	
Q1.2-	0	0.00	0	0.00	1 	0.01	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	6.53	0.80	0.89	
Q1.3	16 	0.05	6 	0.02	3 	0.02	6 	0.02	5 	0.03	6 	0.03	1 	0.00	43	0.02	7	18.25	0.27	0.30	
Q2.1	43 	0.15	68 	0.17	35 	0.20	71 	0.22	30 	0.17	39 	0.22	41 	0.16	327	0.18	7	7.39	0.07	0.08	
Q2.2	93 	0.32	209 	0.53	65 	0.37	185 	0.57	90 	0.51	109 	0.61	212 	0.81	963	0.53	7	75.87	0.10	0.11	
Q2.2-	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.92	0.68	0.76	
Q3	31 	0.11	23 	0.06	2 	0.01	48 	0.15	74 	0.42	10 	0.06	29 	0.11	217	0.12	7	134.47	0.29	0.32	
Q4	17 	0.06	25 	0.06	15 	0.08	25 	0.08	23 	0.13	7 	0.04	7 	0.03	119	0.07	7	20.64	0.15	0.17	
Q4.1	9 	0.03	26 	0.07	11 	0.06	15 	0.05	3 	0.02	0	0.00	6 	0.02	70	0.04	6	27.85	0.25	0.27	
Q4.2	10 	0.03	7 	0.02	1 	0.01	24 	0.07	5 	0.03	0	0.00	6 	0.02	53	0.03	6	33.84	0.30	0.33	
Q4.3	14 	0.05	7 	0.02	5 	0.03	13 	0.04	8 	0.05	8 	0.04	6 	0.02	61	0.03	7	7.92	0.17	0.18	
S1.1.1	94 	0.32	151 	0.38	81 	0.46	145 	0.45	76 	0.43	39 	0.22	117 	0.45	703	0.39	7	27.55	0.08	0.08	
S1.1.1-	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
S1.1.2+	16 	0.05	41 	0.10	31 	0.18	38 	0.12	16 	0.09	27 	0.15	21 	0.08	190	0.11	7	21.35	0.13	0.14	
S1.1.3	0	0.00	1 	0.00	1 	0.01	0	0.00	1 	0.01	0	0.00	1 	0.00	4	0.00	4	5.11	0.44	0.49	
S1.1.3+	17 	0.06	38 	0.10	20 	0.11	33 	0.10	26 	0.15	22 	0.12	26 	0.10	182	0.10	7	10.89	0.08	0.09	
S1.1.3+++	2 	0.01	3 	0.01	0	0.00	7 	0.02	0	0.00	0	0.00	4 	0.02	16	0.01	4	14.89	0.36	0.40	
S1.1.3-	2 	0.01	2 	0.01	0	0.00	3 	0.01	5 	0.03	2 	0.01	3 	0.01	17	0.01	6	9.03	0.25	0.27	
S1.1.4+	13 	0.04	7 	0.02	6 	0.03	4 	0.01	0	0.00	4 	0.02	2 	0.01	36	0.02	6	18.73	0.28	0.31	
S1.2	1 	0.00	3 	0.01	2 	0.01	1 	0.00	0	0.00	0	0.00	1 	0.00	8	0.00	5	5.44	0.31	0.34	
S1.2.1+	6 	0.02	11 	0.03	2 	0.01	12 	0.04	2 	0.01	3 	0.02	10 	0.04	46	0.03	7	7.46	0.17	0.19	
S1.2.1-	4 	0.01	4 	0.01	3 	0.02	8 	0.02	2 	0.01	2 	0.01	8 	0.03	31	0.02	7	5.55	0.19	0.21	
S1.2.2+	1 	0.00	3 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	3 	0.01	10	0.01	5	6.98	0.34	0.38	
S1.2.2-	2 	0.01	2 	0.01	1 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	7	0.00	4	5.95	0.34	0.38	
S1.2.3+	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.01	7 	0.03	11	0.01	4	19.42	0.49	0.55	
S1.2.3+++	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
S1.2.4+	4 	0.01	3 	0.01	3 	0.02	3 	0.01	0	0.00	0	0.00	0	0.00	13	0.01	4	12.08	0.34	0.38	
S1.2.4-	2 	0.01	1 	0.00	1 	0.01	2 	0.01	1 	0.01	2 	0.01	1 	0.00	10	0.01	7	1.87	0.16	0.18	
S1.2.5+	79 	0.27	28 	0.07	58 	0.33	68 	0.21	20 	0.11	25 	0.14	11 	0.04	289	0.16	7	106.85	0.27	0.30	
S1.2.5++	11 	0.04	1 	0.00	5 	0.03	12 	0.04	3 	0.02	16 	0.09	0	0.00	48	0.03	6	47.68	0.38	0.42	
S1.2.5++++++	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.49	0.74	0.82	
S1.2.5-	13 	0.04	12 	0.03	8 	0.05	9 	0.03	7 	0.04	7 	0.04	6 	0.02	62	0.03	7	3.32	0.11	0.12	
S1.2.5--	0	0.00	0	0.00	1 	0.01	1 	0.00	1 	0.01	0	0.00	1 	0.00	4	0.00	4	5.51	0.48	0.53	
S1.2.5---	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
S1.2.6+	2 	0.01	12 	0.03	4 	0.02	5 	0.02	3 	0.02	2 	0.01	12 	0.05	40	0.02	7	12.56	0.24	0.26	
S1.2.6-	1 	0.00	7 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	11	0.01	3	17.58	0.55	0.60	
S2	262 	0.89	352 	0.89	238 	1.35	291 	0.90	220 	1.25	109 	0.61	167 	0.64	1639	0.91	7	96.03	0.08	0.09	
S2-	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
S2.1	30 	0.10	46 	0.12	16 	0.09	25 	0.08	20 	0.11	11 	0.06	12 	0.05	160	0.09	7	13.58	0.12	0.14	
S2.2	5 	0.02	11 	0.03	2 	0.01	3 	0.01	7 	0.04	2 	0.01	4 	0.02	34	0.02	7	8.00	0.21	0.24	
S3-	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
S3.1	28 	0.10	27 	0.07	25 	0.14	42 	0.13	20 	0.11	8 	0.04	26 	0.10	176	0.10	7	16.89	0.12	0.14	
S3.1-	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
S3.2	20 	0.07	20 	0.05	7 	0.04	21 	0.07	7 	0.04	2 	0.01	8 	0.03	85	0.05	7	13.72	0.16	0.17	
S3.2+	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
S4	143 	0.49	74 	0.19	93 	0.53	79 	0.24	27 	0.15	40 	0.22	92 	0.35	548	0.30	7	97.24	0.19	0.21	
S5	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.73	0.52	0.58	
S5+	224 	0.76	426 	1.08	199 	1.13	358 	1.11	188 	1.07	157 	0.88	194 	0.74	1746	0.97	7	47.83	0.08	0.09	
S5+++	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.90	0.62	0.69	
S5-	37 	0.13	39 	0.10	27 	0.15	66 	0.20	23 	0.13	16 	0.09	42 	0.16	250	0.14	7	18.85	0.12	0.13	
S6+	169 	0.58	321 	0.81	179 	1.01	289 	0.90	157 	0.89	188 	1.05	235 	0.90	1538	0.85	7	45.21	0.06	0.07	
S6-	42 	0.14	73 	0.19	11 	0.06	50 	0.15	14 	0.08	30 	0.17	43 	0.16	263	0.15	7	22.39	0.10	0.11	
S7.1	5 	0.02	14 	0.04	8 	0.05	16 	0.05	8 	0.05	3 	0.02	8 	0.03	62	0.03	7	8.30	0.15	0.16	
S7.1+	201 	0.68	237 	0.60	161 	0.91	253 	0.78	139 	0.79	111 	0.62	213 	0.81	1315	0.73	7	25.27	0.06	0.07	
S7.1++	0	0.00	3 	0.01	0	0.00	2 	0.01	0	0.00	2 	0.01	5 	0.02	12	0.01	4	13.16	0.37	0.41	
S7.1-	21 	0.07	35 	0.09	11 	0.06	12 	0.04	10 	0.06	4 	0.02	27 	0.10	120	0.07	7	19.58	0.17	0.18	
S7.1--	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
S7.2+	27 	0.09	29 	0.07	5 	0.03	12 	0.04	7 	0.04	4 	0.02	15 	0.06	99	0.05	7	18.45	0.19	0.21	
S7.2-	0	0.00	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	5	0.00	3	6.69	0.46	0.51	
S7.3	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.96	0.54	0.60	
S7.3+	8 	0.03	10 	0.03	9 	0.05	19 	0.06	3 	0.02	6 	0.03	7 	0.03	62	0.03	7	9.74	0.17	0.19	
S7.4	1 	0.00	5 	0.01	0	0.00	5 	0.02	2 	0.01	2 	0.01	1 	0.00	16	0.01	6	7.47	0.28	0.31	
S7.4+	79 	0.27	119 	0.30	32 	0.18	115 	0.36	49 	0.28	25 	0.14	110 	0.42	529	0.29	7	44.05	0.11	0.12	
S7.4-	20 	0.07	23 	0.06	13 	0.07	20 	0.06	2 	0.01	3 	0.02	16 	0.06	97	0.05	7	17.90	0.14	0.16	
S8+	685 	2.33	599 	1.52	367 	2.08	879 	2.72	414 	2.35	436 	2.45	416 	1.59	3796	2.10	7	182.40	0.10	0.11	
S8-	54 	0.18	103 	0.26	31 	0.18	71 	0.22	72 	0.41	31 	0.17	66 	0.25	428	0.24	7	29.76	0.10	0.11	
S9	13 	0.04	13 	0.03	12 	0.07	31 	0.10	4 	0.02	0	0.00	14 	0.05	87	0.05	6	35.66	0.23	0.26	
T1	25 	0.09	32 	0.08	18 	0.10	17 	0.05	13 	0.07	10 	0.06	38 	0.15	153	0.08	7	16.66	0.12	0.14	
T1.1	24 	0.08	10 	0.03	4 	0.02	20 	0.06	7 	0.04	4 	0.02	11 	0.04	80	0.04	7	17.96	0.21	0.23	
T1.1.1	91 	0.31	40 	0.10	20 	0.11	29 	0.09	22 	0.12	15 	0.08	47 	0.18	264	0.15	7	64.17	0.21	0.24	
T1.1.2	74 	0.25	110 	0.28	33 	0.19	62 	0.19	32 	0.18	41 	0.23	107 	0.41	459	0.25	7	34.95	0.11	0.12	
T1.1.3	850 	2.89	227 	0.58	546 	3.09	490 	1.52	431 	2.45	350 	1.96	512 	1.96	3406	1.89	7	797.09	0.19	0.21	
T1.2	15 	0.05	14 	0.04	9 	0.05	17 	0.05	4 	0.02	10 	0.06	13 	0.05	82	0.05	7	4.57	0.10	0.11	
T1.3	154 	0.52	253 	0.64	106 	0.60	156 	0.48	60 	0.34	119 	0.67	142 	0.54	990	0.55	7	30.04	0.07	0.07	
T1.3+	41 	0.14	34 	0.09	19 	0.11	33 	0.10	12 	0.07	10 	0.06	25 	0.10	174	0.10	7	10.93	0.09	0.11	
T1.3++	5 	0.02	10 	0.03	3 	0.02	9 	0.03	0	0.00	2 	0.01	9 	0.03	38	0.02	6	11.62	0.19	0.22	
T1.3+++	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
T1.3++++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.30	0.72	0.80	
T1.3-	5 	0.02	12 	0.03	3 	0.02	2 	0.01	2 	0.01	1 	0.01	2 	0.01	27	0.01	7	9.78	0.26	0.29	
T2+	85 	0.29	87 	0.22	57 	0.32	106 	0.33	44 	0.25	46 	0.26	72 	0.28	497	0.28	7	9.92	0.06	0.07	
T2++	178 	0.61	95 	0.24	62 	0.35	181 	0.56	54 	0.31	92 	0.52	77 	0.29	739	0.41	7	93.00	0.17	0.19	
T2+++	5 	0.02	11 	0.03	2 	0.01	4 	0.01	0	0.00	2 	0.01	6 	0.02	30	0.02	6	9.99	0.21	0.23	
T2-	91 	0.31	165 	0.42	50 	0.28	91 	0.28	23 	0.13	38 	0.21	106 	0.40	564	0.31	7	51.12	0.12	0.13	
T3	52 	0.18	36 	0.09	26 	0.15	27 	0.08	16 	0.09	28 	0.16	48 	0.18	233	0.13	7	24.39	0.16	0.17	
T3+	28 	0.10	41 	0.10	15 	0.08	20 	0.06	9 	0.05	9 	0.05	28 	0.11	150	0.08	7	11.15	0.12	0.14	
T3++	7 	0.02	32 	0.08	16 	0.09	17 	0.05	11 	0.06	2 	0.01	11 	0.04	96	0.05	7	24.49	0.20	0.22	
