Folder	ConsManifesto2024	ConsManifesto2024_Rel_Freq	GreenManifesto2024	GreenManifesto2024_Rel_Freq	LabourManifesto2024	LabourManifesto2024_Rel_Freq	LibdemManifesto2024	LibdemManifesto2024_Rel_Freq	PlaidCymruManifesto2024	PlaidCymruManifesto2024_Rel_Freq	ReformUKmanifesto2024	ReformUKmanifesto2024_Rel_Freq	SNPManifesto2024	SNPManifesto2024_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
M4	23 	0.09	13 	0.07	11 	0.05	13 	0.06	1 	0.01	20 	0.30	4 	0.05	85	0.07	7	48.10	0.24	0.25	
M5	7 	0.03	13 	0.07	2 	0.01	21 	0.10	6 	0.04	1 	0.01	3 	0.04	53	0.04	7	26.89	0.31	0.32	
M6	297 	1.17	198 	1.04	264 	1.11	153 	0.72	154 	0.93	46 	0.69	82 	1.05	1194	0.99	7	37.87	0.08	0.08	
M7	268 	1.06	161 	0.85	249 	1.05	208 	0.97	152 	0.91	60 	0.90	45 	0.58	1143	0.95	7	21.19	0.05	0.05	
M8	14 	0.06	10 	0.05	6 	0.03	7 	0.03	2 	0.01	3 	0.04	1 	0.01	43	0.04	7	9.71	0.20	0.22	
N1	305 	1.21	149 	0.78	190 	0.80	231 	1.08	125 	0.75	143 	2.13	70 	0.90	1213	1.01	7	108.26	0.12	0.12	
N2	14 	0.06	7 	0.04	17 	0.07	5 	0.02	4 	0.02	2 	0.03	0	0.00	49	0.04	6	15.49	0.23	0.24	
N3.1	17 	0.07	7 	0.04	10 	0.04	3 	0.01	6 	0.04	0	0.00	1 	0.01	44	0.04	6	15.75	0.21	0.22	
N3.2	12 	0.05	12 	0.06	14 	0.06	12 	0.06	10 	0.06	11 	0.16	1 	0.01	72	0.06	7	13.24	0.11	0.11	
N3.2+	75 	0.30	39 	0.21	81 	0.34	70 	0.33	33 	0.20	27 	0.40	15 	0.19	340	0.28	7	18.90	0.10	0.11	
N3.2++	1 	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	6	0.00	4	9.36	0.45	0.48	
N3.2+++	15 	0.06	8 	0.04	15 	0.06	3 	0.01	3 	0.02	4 	0.06	2 	0.03	50	0.04	7	13.04	0.22	0.23	
N3.2-	24 	0.09	10 	0.05	14 	0.06	16 	0.07	7 	0.04	9 	0.13	0	0.00	80	0.07	6	19.36	0.17	0.18	
N3.2--	3 	0.01	3 	0.02	1 	0.00	1 	0.00	0	0.00	4 	0.06	0	0.00	12	0.01	5	14.92	0.41	0.43	
N3.2---	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
N3.3	21 	0.08	14 	0.07	14 	0.06	33 	0.15	9 	0.05	8 	0.12	8 	0.10	107	0.09	7	15.27	0.16	0.17	
N3.3+	5 	0.02	4 	0.02	6 	0.03	13 	0.06	1 	0.01	1 	0.01	3 	0.04	33	0.03	7	12.25	0.24	0.26	
N3.3++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
N3.3-	12 	0.05	2 	0.01	14 	0.06	5 	0.02	5 	0.03	1 	0.01	0	0.00	39	0.03	6	15.93	0.26	0.27	
N3.3-+++	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
N3.3--	5 	0.02	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	8	0.01	3	11.16	0.47	0.50	
N3.3---	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.23	0.61	0.65	
N3.3---+++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
N3.4	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	1 	0.01	0	0.00	3	0.00	3	6.61	0.63	0.67	
N3.4+	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
N3.5	3 	0.01	4 	0.02	4 	0.02	5 	0.02	0	0.00	4 	0.06	4 	0.05	24	0.02	6	13.99	0.25	0.27	
N3.5+	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	3	0.00	2	11.44	0.79	0.83	
N3.6	7 	0.03	10 	0.05	2 	0.01	6 	0.03	2 	0.01	1 	0.01	0	0.00	28	0.02	6	13.51	0.28	0.29	
N3.7	13 	0.05	7 	0.04	7 	0.03	7 	0.03	11 	0.07	1 	0.01	6 	0.08	52	0.04	7	7.41	0.16	0.17	
N3.7+	13 	0.05	16 	0.08	19 	0.08	29 	0.14	7 	0.04	8 	0.12	4 	0.05	96	0.08	7	15.52	0.16	0.17	
N3.7++	10 	0.04	8 	0.04	9 	0.04	11 	0.05	12 	0.07	3 	0.04	4 	0.05	57	0.05	7	2.92	0.09	0.10	
N3.7+++	10 	0.04	7 	0.04	11 	0.05	3 	0.01	5 	0.03	1 	0.01	0	0.00	37	0.03	6	10.29	0.19	0.20	
N3.7++++++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
N3.7-	7 	0.03	7 	0.04	10 	0.04	2 	0.01	3 	0.02	3 	0.04	3 	0.04	35	0.03	7	6.99	0.18	0.19	
N3.7-+++	1 	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	8.36	0.59	0.63	
N3.7---	2 	0.01	2 	0.01	1 	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	7	0.01	5	4.43	0.29	0.31	
N3.8	27 	0.11	19 	0.10	14 	0.06	21 	0.10	11 	0.07	10 	0.15	8 	0.10	110	0.09	7	7.49	0.11	0.11	
N3.8+	31 	0.12	36 	0.19	38 	0.16	21 	0.10	12 	0.07	10 	0.15	12 	0.15	160	0.13	7	13.50	0.12	0.13	
N3.8++	8 	0.03	0	0.00	7 	0.03	2 	0.01	0	0.00	1 	0.01	3 	0.04	21	0.02	5	18.86	0.39	0.41	
N3.8+++	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.05	0.63	0.67	
N3.8++++	0	0.00	0	0.00	2 	0.01	1 	0.00	1 	0.01	0	0.00	0	0.00	4	0.00	3	5.60	0.49	0.52	
N3.8++++++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
N3.8-	0	0.00	3 	0.02	3 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	7	0.01	3	10.22	0.50	0.53	
N4	121 	0.48	48 	0.25	82 	0.34	34 	0.16	41 	0.25	34 	0.51	19 	0.24	379	0.31	7	52.42	0.16	0.17	
N4+++	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
N5	121 	0.48	72 	0.38	43 	0.18	98 	0.46	71 	0.43	66 	0.98	28 	0.36	499	0.41	7	82.30	0.13	0.14	
N5+	86 	0.34	98 	0.52	94 	0.39	106 	0.50	100 	0.60	35 	0.52	42 	0.54	561	0.47	7	20.92	0.09	0.09	
N5++	186 	0.74	119 	0.63	154 	0.65	80 	0.37	108 	0.65	36 	0.54	33 	0.42	716	0.59	7	34.66	0.09	0.09	
N5+++	11 	0.04	10 	0.05	8 	0.03	9 	0.04	3 	0.02	1 	0.01	5 	0.06	47	0.04	7	5.90	0.14	0.14	
N5++++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
N5-	35 	0.14	63 	0.33	35 	0.15	40 	0.19	51 	0.31	9 	0.13	13 	0.17	246	0.20	7	33.03	0.17	0.18	
N5--	5 	0.02	6 	0.03	11 	0.05	6 	0.03	4 	0.02	3 	0.04	0	0.00	35	0.03	6	8.09	0.16	0.17	
N5---	15 	0.06	15 	0.08	14 	0.06	18 	0.08	9 	0.05	6 	0.09	11 	0.14	88	0.07	7	6.88	0.11	0.12	
N5.1	1 	0.00	2 	0.01	1 	0.00	5 	0.02	4 	0.02	1 	0.01	2 	0.03	16	0.01	7	7.67	0.31	0.33	
N5.1+	118 	0.47	193 	1.02	138 	0.58	158 	0.74	88 	0.53	35 	0.52	62 	0.80	792	0.66	7	60.41	0.12	0.13	
N5.1+++	1 	0.00	4 	0.02	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	7	0.01	4	8.46	0.41	0.44	
N5.1++++	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
N5.1-	29 	0.11	25 	0.13	34 	0.14	22 	0.10	38 	0.23	5 	0.07	3 	0.04	156	0.13	7	20.95	0.13	0.14	
N5.2+	35 	0.14	31 	0.16	67 	0.28	22 	0.10	8 	0.05	34 	0.51	11 	0.14	208	0.17	7	72.58	0.23	0.25	
N6	4 	0.02	3 	0.02	3 	0.01	3 	0.01	1 	0.01	1 	0.01	1 	0.01	16	0.01	7	1.06	0.09	0.09	
N6+	45 	0.18	14 	0.07	51 	0.21	17 	0.08	21 	0.13	9 	0.13	10 	0.13	167	0.14	7	24.58	0.17	0.18	
N6+++	33 	0.13	9 	0.05	8 	0.03	3 	0.01	5 	0.03	1 	0.01	2 	0.03	61	0.05	7	36.74	0.33	0.35	
N6-	5 	0.02	3 	0.02	2 	0.01	3 	0.01	3 	0.02	0	0.00	2 	0.03	18	0.01	6	3.79	0.15	0.16	
O1	8 	0.03	31 	0.16	8 	0.03	11 	0.05	2 	0.01	2 	0.03	6 	0.08	68	0.06	7	41.35	0.32	0.34	
O1.1	20 	0.08	40 	0.21	19 	0.08	21 	0.10	13 	0.08	2 	0.03	3 	0.04	118	0.10	7	28.99	0.18	0.19	
O1.2	21 	0.08	37 	0.19	14 	0.06	34 	0.16	14 	0.08	9 	0.13	4 	0.05	133	0.11	7	27.31	0.21	0.22	
O1.3	9 	0.04	17 	0.09	11 	0.05	11 	0.05	7 	0.04	8 	0.12	7 	0.09	70	0.06	7	11.41	0.18	0.19	
O2	105 	0.41	53 	0.28	99 	0.42	87 	0.41	47 	0.28	18 	0.27	19 	0.24	428	0.35	7	16.91	0.10	0.10	
O3	22 	0.09	25 	0.13	22 	0.09	25 	0.12	8 	0.05	4 	0.06	5 	0.06	111	0.09	7	10.08	0.12	0.12	
O4.1	55 	0.22	33 	0.17	47 	0.20	84 	0.39	34 	0.20	11 	0.16	9 	0.12	273	0.23	7	31.80	0.13	0.14	
O4.2+	14 	0.06	9 	0.05	35 	0.15	19 	0.09	11 	0.07	8 	0.12	2 	0.03	98	0.08	7	21.46	0.20	0.21	
O4.2++	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	4	0.00	3	10.34	0.72	0.76	
O4.2-	7 	0.03	3 	0.02	7 	0.03	4 	0.02	1 	0.01	1 	0.01	1 	0.01	24	0.02	7	4.35	0.18	0.19	
O4.3	17 	0.07	273 	1.44	15 	0.06	19 	0.09	18 	0.11	0	0.00	10 	0.13	352	0.29	6	676.80	0.62	0.65	
O4.4	35 	0.14	7 	0.04	15 	0.06	7 	0.03	12 	0.07	2 	0.03	4 	0.05	82	0.07	7	24.51	0.23	0.24	
O4.5	9 	0.04	3 	0.02	12 	0.05	21 	0.10	10 	0.06	4 	0.06	5 	0.06	64	0.05	7	15.52	0.19	0.20	
O4.6	0	0.00	2 	0.01	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	4	0.00	3	6.50	0.53	0.56	
O4.6+	5 	0.02	22 	0.12	17 	0.07	10 	0.05	5 	0.03	1 	0.01	2 	0.03	62	0.05	7	24.83	0.27	0.29	
O4.6++	1 	0.00	2 	0.01	1 	0.00	2 	0.01	1 	0.01	0	0.00	0	0.00	7	0.01	5	2.95	0.24	0.26	
O4.6-	4 	0.02	0	0.00	2 	0.01	4 	0.02	4 	0.02	4 	0.06	2 	0.03	20	0.02	6	12.84	0.26	0.28	
O4.6--	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	2	0.00	1	11.56	0.94	1.00	
P1	174 	0.69	129 	0.68	177 	0.74	181 	0.85	150 	0.90	58 	0.87	22 	0.28	891	0.74	7	40.73	0.07	0.07	
Q1.1	25 	0.10	14 	0.07	37 	0.16	9 	0.04	25 	0.15	9 	0.13	3 	0.04	122	0.10	7	25.04	0.19	0.20	
Q1.2	89 	0.35	67 	0.35	100 	0.42	86 	0.40	81 	0.49	48 	0.72	36 	0.46	507	0.42	7	18.87	0.07	0.07	
Q1.3	9 	0.04	0	0.00	8 	0.03	16 	0.07	3 	0.02	0	0.00	1 	0.01	37	0.03	5	27.74	0.31	0.33	
Q2.1	33 	0.13	21 	0.11	41 	0.17	41 	0.19	28 	0.17	7 	0.10	7 	0.09	178	0.15	7	9.43	0.11	0.11	
Q2.2	100 	0.40	86 	0.45	99 	0.42	117 	0.55	107 	0.64	54 	0.81	53 	0.68	616	0.51	7	32.53	0.10	0.11	
Q3	24 	0.09	16 	0.08	13 	0.05	11 	0.05	38 	0.23	6 	0.09	5 	0.06	113	0.09	7	33.35	0.20	0.21	
Q4	17 	0.07	14 	0.07	6 	0.03	28 	0.13	11 	0.07	5 	0.07	0	0.00	81	0.07	6	28.97	0.19	0.20	
Q4.1	10 	0.04	5 	0.03	3 	0.01	56 	0.26	1 	0.01	0	0.00	0	0.00	75	0.06	5	129.20	0.57	0.60	
Q4.2	8 	0.03	3 	0.02	1 	0.00	0	0.00	4 	0.02	0	0.00	1 	0.01	17	0.01	5	15.27	0.38	0.40	
Q4.3	8 	0.03	3 	0.02	5 	0.02	6 	0.03	9 	0.05	2 	0.03	9 	0.12	42	0.03	7	14.99	0.23	0.24	
S1.1.1	98 	0.39	75 	0.39	88 	0.37	132 	0.62	59 	0.35	28 	0.42	32 	0.41	512	0.42	7	21.57	0.08	0.09	
S1.1.2+	15 	0.06	25 	0.13	20 	0.08	27 	0.13	10 	0.06	2 	0.03	8 	0.10	107	0.09	7	14.72	0.16	0.17	
S1.1.2-	0	0.00	0	0.00	1 	0.00	2 	0.01	1 	0.01	0	0.00	1 	0.01	5	0.00	4	6.29	0.42	0.45	
S1.1.3+	12 	0.05	7 	0.04	30 	0.13	25 	0.12	20 	0.12	6 	0.09	0	0.00	100	0.08	6	33.33	0.24	0.26	
S1.1.3+++	0	0.00	1 	0.01	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	5	0.00	3	7.82	0.47	0.50	
S1.1.3-	3 	0.01	2 	0.01	3 	0.01	3 	0.01	3 	0.02	0	0.00	0	0.00	14	0.01	5	4.01	0.13	0.14	
S1.1.4+	5 	0.02	3 	0.02	10 	0.04	14 	0.07	3 	0.02	2 	0.03	1 	0.01	38	0.03	7	12.08	0.26	0.27	
S1.2	1 	0.00	3 	0.02	0	0.00	3 	0.01	2 	0.01	0	0.00	7 	0.09	16	0.01	5	25.37	0.41	0.44	
S1.2.1+	13 	0.05	13 	0.07	3 	0.01	12 	0.06	1 	0.01	1 	0.01	2 	0.03	45	0.04	7	20.40	0.30	0.32	
S1.2.1-	8 	0.03	4 	0.02	13 	0.05	7 	0.03	5 	0.03	4 	0.06	1 	0.01	42	0.03	7	6.11	0.15	0.16	
S1.2.2+	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
S1.2.2-	1 	0.00	1 	0.01	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	6	0.00	4	5.54	0.33	0.35	
S1.2.3+	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	6.01	0.58	0.61	
S1.2.4+	5 	0.02	2 	0.01	1 	0.00	1 	0.00	1 	0.01	0	0.00	1 	0.01	11	0.01	6	5.27	0.30	0.31	
S1.2.4-	0	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	8.34	0.64	0.68	
S1.2.5+	39 	0.15	16 	0.08	79 	0.33	41 	0.19	7 	0.04	6 	0.09	12 	0.15	200	0.17	7	65.82	0.23	0.24	
S1.2.5++	5 	0.02	2 	0.01	8 	0.03	4 	0.02	2 	0.01	0	0.00	1 	0.01	22	0.02	6	6.21	0.19	0.20	
S1.2.5+++	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
S1.2.5++++++	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
S1.2.5-	5 	0.02	2 	0.01	4 	0.02	11 	0.05	6 	0.04	1 	0.01	4 	0.05	33	0.03	7	10.08	0.26	0.27	
S1.2.6+	1 	0.00	3 	0.02	2 	0.01	3 	0.01	0	0.00	5 	0.07	1 	0.01	15	0.01	6	16.28	0.35	0.37	
S1.2.6-	2 	0.01	3 	0.02	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	8	0.01	4	6.37	0.33	0.35	
S2	236 	0.93	165 	0.87	204 	0.86	224 	1.05	144 	0.87	66 	0.98	59 	0.76	1098	0.91	7	8.40	0.04	0.04	
S2.1	30 	0.12	14 	0.07	35 	0.15	26 	0.12	26 	0.16	6 	0.09	6 	0.08	143	0.12	7	8.89	0.10	0.10	
S2.2	0	0.00	0	0.00	3 	0.01	1 	0.00	4 	0.02	0	0.00	0	0.00	8	0.01	3	13.45	0.54	0.57	
S3.1	34 	0.13	27 	0.14	48 	0.20	48 	0.22	17 	0.10	2 	0.03	6 	0.08	182	0.15	7	27.05	0.15	0.16	
S3.2	10 	0.04	7 	0.04	10 	0.04	13 	0.06	2 	0.01	0	0.00	2 	0.03	44	0.04	6	12.01	0.17	0.18	
S3.2-	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
S4	100 	0.40	21 	0.11	56 	0.24	99 	0.46	36 	0.22	25 	0.37	26 	0.33	363	0.30	7	62.61	0.18	0.19	
S5	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	4	0.00	3	10.06	0.58	0.61	
S5+	192 	0.76	189 	0.99	258 	1.08	203 	0.95	157 	0.94	53 	0.79	69 	0.89	1121	0.93	7	16.83	0.05	0.05	
S5-	20 	0.08	18 	0.09	27 	0.11	55 	0.26	26 	0.16	21 	0.31	35 	0.45	202	0.17	7	67.55	0.25	0.27	
S6+	144 	0.57	184 	0.97	181 	0.76	170 	0.80	228 	1.37	105 	1.57	83 	1.07	1095	0.91	7	109.02	0.13	0.14	
S6-	23 	0.09	28 	0.15	13 	0.05	45 	0.21	15 	0.09	17 	0.25	15 	0.19	156	0.13	7	36.56	0.22	0.23	
S7.1	4 	0.02	2 	0.01	6 	0.03	11 	0.05	6 	0.04	2 	0.03	2 	0.03	33	0.03	7	8.12	0.21	0.22	
S7.1+	142 	0.56	94 	0.49	193 	0.81	183 	0.86	109 	0.66	47 	0.70	71 	0.91	839	0.70	7	36.26	0.09	0.10	
S7.1++	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	0	0.00	2	0.00	2	6.97	0.81	0.85	
S7.1+++	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
S7.1-	19 	0.08	13 	0.07	22 	0.09	12 	0.06	7 	0.04	6 	0.09	3 	0.04	82	0.07	7	6.02	0.11	0.12	
S7.1--	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	2	7.53	0.70	0.75	
S7.2+	7 	0.03	17 	0.09	22 	0.09	16 	0.07	7 	0.04	5 	0.07	6 	0.08	80	0.07	7	13.00	0.17	0.18	
S7.2-	1 	0.00	0	0.00	8 	0.03	2 	0.01	0	0.00	0	0.00	0	0.00	11	0.01	3	19.30	0.53	0.57	
S7.3	4 	0.02	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	5	0.00	2	11.45	0.65	0.69	
S7.3+	13 	0.05	3 	0.02	7 	0.03	2 	0.01	1 	0.01	0	0.00	0	0.00	26	0.02	5	19.16	0.36	0.38	
S7.3-	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
S7.4	6 	0.02	1 	0.01	2 	0.01	4 	0.02	5 	0.03	1 	0.01	1 	0.01	20	0.02	7	5.47	0.23	0.24	
S7.4+	61 	0.24	73 	0.38	51 	0.21	86 	0.40	54 	0.32	14 	0.21	35 	0.45	374	0.31	7	27.55	0.13	0.13	
S7.4-	27 	0.11	17 	0.09	16 	0.07	16 	0.07	4 	0.02	8 	0.12	7 	0.09	95	0.08	7	13.03	0.13	0.14	
S8+	622 	2.46	340 	1.79	448 	1.88	539 	2.52	357 	2.15	124 	1.85	171 	2.20	2601	2.16	7	47.32	0.06	0.06	
S8-	48 	0.19	30 	0.16	50 	0.21	73 	0.34	46 	0.28	9 	0.13	16 	0.21	272	0.23	7	21.94	0.12	0.13	
S9	10 	0.04	4 	0.02	3 	0.01	4 	0.02	1 	0.01	0	0.00	0	0.00	22	0.02	5	12.37	0.27	0.29	
T1	34 	0.13	10 	0.05	29 	0.12	20 	0.09	8 	0.05	4 	0.06	7 	0.09	112	0.09	7	15.30	0.16	0.17	
T1.1	17 	0.07	6 	0.03	22 	0.09	4 	0.02	0	0.00	1 	0.01	1 	0.01	51	0.04	6	35.64	0.36	0.38	
T1.1.1	56 	0.22	15 	0.08	32 	0.13	12 	0.06	39 	0.23	4 	0.06	6 	0.08	164	0.14	7	45.33	0.23	0.25	
T1.1.2	56 	0.22	46 	0.24	66 	0.28	28 	0.13	45 	0.27	5 	0.07	15 	0.19	261	0.22	7	23.34	0.11	0.12	
T1.1.3	682 	2.70	329 	1.73	746 	3.13	135 	0.63	184 	1.11	89 	1.33	88 	1.13	2253	1.87	7	586.75	0.23	0.24	
T1.2	5 	0.02	9 	0.05	10 	0.04	9 	0.04	8 	0.05	3 	0.04	3 	0.04	47	0.04	7	3.74	0.10	0.11	
T1.3	152 	0.60	101 	0.53	102 	0.43	98 	0.46	79 	0.47	70 	1.04	31 	0.40	633	0.52	7	39.13	0.09	0.09	
T1.3+	19 	0.08	22 	0.12	41 	0.17	21 	0.10	14 	0.08	9 	0.13	7 	0.09	133	0.11	7	12.36	0.13	0.14	
T1.3++	4 	0.02	4 	0.02	6 	0.03	3 	0.01	1 	0.01	1 	0.01	1 	0.01	20	0.02	7	2.80	0.14	0.15	
T1.3++++	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	5.96	0.74	0.78	
T1.3-	1 	0.00	3 	0.02	7 	0.03	9 	0.04	3 	0.02	1 	0.01	1 	0.01	25	0.02	7	10.26	0.27	0.28	
T2+	52 	0.21	41 	0.22	81 	0.34	71 	0.33	40 	0.24	18 	0.27	12 	0.15	315	0.26	7	18.13	0.11	0.12	
T2++	137 	0.54	43 	0.23	58 	0.24	50 	0.23	57 	0.34	9 	0.13	26 	0.33	380	0.32	7	57.52	0.17	0.18	
T2+++	7 	0.03	5 	0.03	4 	0.02	2 	0.01	0	0.00	1 	0.01	2 	0.03	21	0.02	6	9.09	0.23	0.25	
T2-	79 	0.31	81 	0.43	86 	0.36	97 	0.45	38 	0.23	57 	0.85	44 	0.57	482	0.40	7	52.88	0.12	0.13	
T3	36 	0.14	17 	0.09	20 	0.08	20 	0.09	5 	0.03	12 	0.18	10 	0.13	120	0.10	7	20.17	0.15	0.16	
T3+	33 	0.13	8 	0.04	16 	0.07	14 	0.07	9 	0.05	3 	0.04	0	0.00	83	0.07	6	25.27	0.19	0.20	
T3++	5 	0.02	3 	0.02	2 	0.01	7 	0.03	3 	0.02	1 	0.01	2 	0.03	23	0.02	7	3.88	0.16	0.17	
T3+++	0	0.00	4 	0.02	2 	0.01	1 	0.00	0	0.00	4 	0.06	0	0.00	11	0.01	4	20.05	0.51	0.54	
T3-	218 	0.86	110 	0.58	226 	0.95	189 	0.88	61 	0.37	38 	0.57	40 	0.51	882	0.73	7	78.01	0.13	0.14	
T3--	2 	0.01	1 	0.01	1 	0.00	1 	0.00	1 	0.01	1 	0.01	0	0.00	7	0.01	6	1.92	0.17	0.18	
T3---	6 	0.02	2 	0.01	1 	0.00	4 	0.02	5 	0.03	0	0.00	1 	0.01	19	0.02	6	8.08	0.26	0.28	
T4	1 	0.00	1 	0.01	3 	0.01	1 	0.00	1 	0.01	0	0.00	2 	0.03	9	0.01	6	4.76	0.29	0.31	
T4+	6 	0.02	4 	0.02	9 	0.04	16 	0.07	5 	0.03	1 	0.01	0	0.00	41	0.03	6	16.14	0.24	0.25	
T4-	1 	0.00	4 	0.02	10 	0.04	6 	0.03	6 	0.04	1 	0.01	7 	0.09	35	0.03	7	17.56	0.26	0.27	
T4--	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
W1	45 	0.18	41 	0.22	33 	0.14	28 	0.13	12 	0.07	5 	0.07	5 	0.06	169	0.14	7	22.31	0.14	0.15	
W2	2 	0.01	1 	0.01	2 	0.01	2 	0.01	2 	0.01	0	0.00	0	0.00	9	0.01	5	2.82	0.17	0.18	
W3	76 	0.30	80 	0.42	56 	0.24	86 	0.40	42 	0.25	17 	0.25	11 	0.14	368	0.31	7	28.41	0.12	0.12	
W4	28 	0.11	69 	0.36	30 	0.13	51 	0.24	16 	0.10	0	0.00	10 	0.13	204	0.17	6	75.52	0.25	0.27	
W5	28 	0.11	69 	0.36	26 	0.11	82 	0.38	18 	0.11	5 	0.07	5 	0.06	233	0.19	7	97.34	0.31	0.33	
X1	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
X2	3 	0.01	2 	0.01	2 	0.01	7 	0.03	1 	0.01	0	0.00	1 	0.01	16	0.01	6	7.58	0.26	0.28	
X2.1	44 	0.17	35 	0.18	45 	0.19	30 	0.14	102 	0.61	10 	0.15	23 	0.30	289	0.24	7	91.74	0.23	0.24	
X2.1-	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.23	0.61	0.65	
X2.2	3 	0.01	6 	0.03	3 	0.01	13 	0.06	0	0.00	1 	0.01	0	0.00	26	0.02	5	24.01	0.40	0.42	
X2.2+	43 	0.17	27 	0.14	73 	0.31	64 	0.30	59 	0.35	2 	0.03	7 	0.09	275	0.23	7	58.27	0.20	0.21	
X2.2-	1 	0.00	1 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	5	0.00	4	4.88	0.33	0.35	
X2.3+	7 	0.03	6 	0.03	7 	0.03	7 	0.03	19 	0.11	1 	0.01	1 	0.01	48	0.04	7	20.99	0.26	0.27	
X2.4	76 	0.30	61 	0.32	80 	0.34	75 	0.35	49 	0.29	22 	0.33	10 	0.13	373	0.31	7	12.58	0.05	0.05	
X2.4+	0	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.17	0.64	0.68	
X2.5+	6 	0.02	8 	0.04	14 	0.06	9 	0.04	12 	0.07	0	0.00	0	0.00	49	0.04	5	18.88	0.21	0.22	
