Folder	BrexitPartyManifesto2019	BrexitPartyManifesto2019_Rel_Freq	ConsManifesto2019	ConsManifesto2019_Rel_Freq	GreenManifesto2019	GreenManifesto2019_Rel_Freq	LabourManifesto2019	LabourManifesto2019_Rel_Freq	LibdemManifesto2019	LibdemManifesto2019_Rel_Freq	PlaidCymruManifesto2019	PlaidCymruManifesto2019_Rel_Freq	SNPManifesto2019	SNPManifesto2019_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
L1+	0	0.00	26 	0.13	37 	0.16	33 	0.13	36 	0.14	11 	0.07	13 	0.06	156	0.12	6	20.88	0.14	0.15	
L1-	0	0.00	8 	0.04	7 	0.03	19 	0.08	14 	0.05	7 	0.04	15 	0.07	70	0.05	6	9.10	0.15	0.15	
L2	0	0.00	21 	0.10	67 	0.30	21 	0.08	29 	0.11	39 	0.23	15 	0.07	192	0.14	6	61.95	0.26	0.26	
L3	2 	0.11	5 	0.02	31 	0.14	9 	0.04	6 	0.02	9 	0.05	11 	0.05	73	0.05	7	32.36	0.27	0.27	
M1	13 	0.69	162 	0.81	145 	0.64	191 	0.77	187 	0.71	134 	0.80	186 	0.88	1018	0.76	7	10.38	0.04	0.04	
M2	10 	0.53	148 	0.74	150 	0.66	210 	0.85	165 	0.63	89 	0.53	148 	0.70	920	0.69	7	17.93	0.06	0.06	
M3	6 	0.32	85 	0.42	149 	0.66	83 	0.33	122 	0.47	54 	0.32	33 	0.16	532	0.40	7	80.67	0.15	0.15	
M4	0	0.00	8 	0.04	9 	0.04	16 	0.06	6 	0.02	11 	0.07	20 	0.09	70	0.05	6	15.93	0.20	0.21	
M5	0	0.00	12 	0.06	13 	0.06	4 	0.02	12 	0.05	2 	0.01	13 	0.06	56	0.04	6	16.04	0.22	0.22	
M6	4 	0.21	205 	1.02	264 	1.16	222 	0.90	228 	0.87	144 	0.86	206 	0.98	1273	0.95	7	31.11	0.05	0.05	
M7	18 	0.96	195 	0.97	222 	0.98	261 	1.05	235 	0.90	111 	0.66	92 	0.44	1134	0.85	7	78.51	0.10	0.11	
M8	1 	0.05	3 	0.01	11 	0.05	9 	0.04	10 	0.04	10 	0.06	10 	0.05	54	0.04	7	6.41	0.13	0.13	
N1	12 	0.64	171 	0.85	178 	0.78	240 	0.97	187 	0.71	209 	1.25	168 	0.80	1165	0.87	7	39.21	0.07	0.08	
N2	1 	0.05	9 	0.04	8 	0.04	10 	0.04	5 	0.02	3 	0.02	3 	0.01	39	0.03	7	6.81	0.20	0.20	
N3	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
N3.1	0	0.00	19 	0.09	19 	0.08	7 	0.03	14 	0.05	5 	0.03	10 	0.05	74	0.06	6	16.17	0.19	0.20	
N3.2	3 	0.16	5 	0.02	19 	0.08	18 	0.07	13 	0.05	5 	0.03	7 	0.03	70	0.05	7	15.23	0.20	0.20	
N3.2+	4 	0.21	51 	0.25	56 	0.25	41 	0.17	65 	0.25	20 	0.12	37 	0.18	274	0.21	7	16.24	0.11	0.11	
N3.2++	0	0.00	3 	0.01	3 	0.01	0	0.00	4 	0.02	2 	0.01	1 	0.00	13	0.01	5	7.37	0.28	0.28	
N3.2+++	1 	0.05	12 	0.06	11 	0.05	13 	0.05	14 	0.05	6 	0.04	16 	0.08	73	0.05	7	3.08	0.08	0.08	
N3.2-	3 	0.16	18 	0.09	22 	0.10	15 	0.06	13 	0.05	6 	0.04	9 	0.04	86	0.06	7	12.13	0.17	0.17	
N3.2--	1 	0.05	3 	0.01	3 	0.01	3 	0.01	4 	0.02	1 	0.01	2 	0.01	17	0.01	7	2.49	0.12	0.12	
N3.3	5 	0.27	25 	0.12	27 	0.12	24 	0.10	39 	0.15	14 	0.08	16 	0.08	150	0.11	7	10.73	0.11	0.11	
N3.3+	0	0.00	4 	0.02	3 	0.01	6 	0.02	11 	0.04	3 	0.02	3 	0.01	30	0.02	6	6.39	0.18	0.19	
N3.3++	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.92	0.70	0.71	
N3.3-	0	0.00	3 	0.01	18 	0.08	10 	0.04	3 	0.01	3 	0.02	1 	0.00	38	0.03	6	28.14	0.38	0.39	
N3.3--	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	4	0.00	3	6.11	0.52	0.53	
N3.3---	0	0.00	0	0.00	1 	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	4	0.00	2	8.82	0.63	0.64	
N3.4	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.01	0.49	0.49	
N3.5	1 	0.05	6 	0.03	7 	0.03	2 	0.01	6 	0.02	4 	0.02	7 	0.03	33	0.02	7	5.36	0.14	0.15	
N3.5+	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.25	0.51	0.51	
N3.6	0	0.00	9 	0.04	12 	0.05	2 	0.01	4 	0.02	8 	0.05	2 	0.01	37	0.03	6	18.84	0.34	0.34	
N3.7	0	0.00	8 	0.04	12 	0.05	23 	0.09	15 	0.06	8 	0.05	7 	0.03	73	0.05	6	10.65	0.14	0.14	
N3.7+	3 	0.16	26 	0.13	15 	0.07	14 	0.06	19 	0.07	12 	0.07	9 	0.04	98	0.07	7	12.79	0.13	0.13	
N3.7++	0	0.00	3 	0.01	6 	0.03	8 	0.03	16 	0.06	4 	0.02	10 	0.05	47	0.04	6	10.53	0.20	0.20	
N3.7+++	0	0.00	2 	0.01	3 	0.01	4 	0.02	3 	0.01	4 	0.02	6 	0.03	22	0.02	6	3.83	0.17	0.17	
N3.7++++++	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	7.05	0.68	0.69	
N3.7-	0	0.00	6 	0.03	15 	0.07	8 	0.03	6 	0.02	7 	0.04	15 	0.07	57	0.04	6	11.88	0.20	0.20	
N3.7---	0	0.00	0	0.00	4 	0.02	0	0.00	0	0.00	3 	0.02	5 	0.02	12	0.01	3	19.23	0.55	0.55	
N3.8	7 	0.37	12 	0.06	28 	0.12	18 	0.07	10 	0.04	14 	0.08	10 	0.05	99	0.07	7	26.21	0.19	0.19	
N3.8+	5 	0.27	10 	0.05	21 	0.09	27 	0.11	25 	0.10	5 	0.03	16 	0.08	109	0.08	7	18.10	0.15	0.15	
N3.8++	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	4 	0.02	6	0.00	3	11.51	0.52	0.53	
N3.8+++	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
N3.8-	0	0.00	1 	0.00	10 	0.04	5 	0.02	2 	0.01	1 	0.01	0	0.00	19	0.01	5	19.75	0.43	0.44	
N4	4 	0.21	69 	0.34	48 	0.21	47 	0.19	45 	0.17	40 	0.24	41 	0.19	294	0.22	7	16.87	0.09	0.10	
N4+++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
N5	17 	0.90	83 	0.41	83 	0.37	80 	0.32	101 	0.39	105 	0.63	111 	0.53	580	0.43	7	35.81	0.10	0.11	
N5+	8 	0.42	91 	0.45	120 	0.53	102 	0.41	133 	0.51	68 	0.41	90 	0.43	612	0.46	7	6.51	0.05	0.05	
N5++	8 	0.42	165 	0.82	158 	0.70	129 	0.52	98 	0.37	103 	0.62	117 	0.56	778	0.58	7	47.51	0.10	0.10	
N5+++	0	0.00	23 	0.11	15 	0.07	14 	0.06	14 	0.05	4 	0.02	4 	0.02	74	0.06	6	22.78	0.20	0.20	
N5++++	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.57	0.85	0.86	
N5-	11 	0.58	29 	0.14	77 	0.34	53 	0.21	78 	0.30	35 	0.21	40 	0.19	323	0.24	7	31.04	0.13	0.14	
N5--	3 	0.16	2 	0.01	4 	0.02	8 	0.03	1 	0.00	9 	0.05	5 	0.02	32	0.02	7	20.88	0.30	0.30	
N5---	4 	0.21	9 	0.04	26 	0.11	22 	0.09	19 	0.07	11 	0.07	10 	0.05	101	0.08	7	13.34	0.14	0.15	
N5.1	0	0.00	3 	0.01	1 	0.00	4 	0.02	6 	0.02	1 	0.01	2 	0.01	17	0.01	6	5.08	0.23	0.24	
N5.1+	4 	0.21	125 	0.62	195 	0.86	185 	0.75	190 	0.73	115 	0.69	141 	0.67	955	0.72	7	19.17	0.04	0.05	
N5.1+++	0	0.00	0	0.00	1 	0.00	2 	0.01	3 	0.01	2 	0.01	2 	0.01	10	0.01	5	4.60	0.23	0.24	
N5.1-	3 	0.16	32 	0.16	34 	0.15	29 	0.12	28 	0.11	17 	0.10	16 	0.08	159	0.12	7	8.92	0.10	0.10	
N5.2+	3 	0.16	20 	0.10	45 	0.20	47 	0.19	39 	0.15	17 	0.10	17 	0.08	188	0.14	7	19.80	0.15	0.15	
N6	0	0.00	8 	0.04	7 	0.03	3 	0.01	8 	0.03	2 	0.01	3 	0.01	31	0.02	6	7.47	0.23	0.23	
N6+	4 	0.21	24 	0.12	37 	0.16	32 	0.13	25 	0.10	14 	0.08	26 	0.12	162	0.12	7	7.87	0.08	0.08	
N6+++	1 	0.05	21 	0.10	8 	0.04	2 	0.01	4 	0.02	2 	0.01	14 	0.07	52	0.04	7	36.87	0.37	0.38	
N6-	0	0.00	2 	0.01	1 	0.00	2 	0.01	2 	0.01	1 	0.01	1 	0.00	9	0.01	6	0.98	0.13	0.14	
O1	3 	0.16	4 	0.02	43 	0.19	11 	0.04	18 	0.07	6 	0.04	0	0.00	85	0.06	6	77.86	0.37	0.38	
O1.1	1 	0.05	20 	0.10	82 	0.36	23 	0.09	25 	0.10	10 	0.06	23 	0.11	184	0.14	7	79.00	0.28	0.28	
O1.2	0	0.00	11 	0.05	28 	0.12	10 	0.04	10 	0.04	8 	0.05	15 	0.07	82	0.06	6	18.97	0.20	0.20	
O1.3	1 	0.05	9 	0.04	14 	0.06	9 	0.04	25 	0.10	6 	0.04	10 	0.05	74	0.06	7	10.28	0.16	0.16	
O2	5 	0.27	70 	0.35	96 	0.42	61 	0.25	87 	0.33	34 	0.20	54 	0.26	407	0.30	7	22.38	0.10	0.11	
O3	0	0.00	11 	0.05	30 	0.13	14 	0.06	17 	0.06	17 	0.10	11 	0.05	100	0.07	6	16.74	0.17	0.18	
O4.1	1 	0.05	30 	0.15	29 	0.13	52 	0.21	42 	0.16	20 	0.12	31 	0.15	205	0.15	7	8.80	0.08	0.08	
O4.2+	2 	0.11	28 	0.14	8 	0.04	8 	0.03	21 	0.08	8 	0.05	6 	0.03	81	0.06	7	28.77	0.27	0.27	
O4.2++	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.73	0.81	0.83	
O4.2-	2 	0.11	5 	0.02	4 	0.02	7 	0.03	7 	0.03	3 	0.02	7 	0.03	35	0.03	7	4.22	0.10	0.10	
O4.3	1 	0.05	11 	0.05	157 	0.69	38 	0.15	35 	0.13	22 	0.13	24 	0.11	288	0.22	7	220.79	0.38	0.38	
O4.4	5 	0.27	20 	0.10	13 	0.06	16 	0.06	10 	0.04	8 	0.05	7 	0.03	79	0.06	7	17.41	0.17	0.17	
O4.5	3 	0.16	10 	0.05	5 	0.02	11 	0.04	21 	0.08	5 	0.03	2 	0.01	57	0.04	7	22.06	0.24	0.25	
O4.6	0	0.00	1 	0.00	2 	0.01	1 	0.00	1 	0.00	0	0.00	0	0.00	5	0.00	4	4.17	0.30	0.30	
O4.6+	2 	0.11	3 	0.01	26 	0.11	35 	0.14	12 	0.05	3 	0.02	10 	0.05	91	0.07	7	45.78	0.32	0.33	
O4.6++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
O4.6-	0	0.00	3 	0.01	1 	0.00	1 	0.00	1 	0.00	1 	0.01	11 	0.05	18	0.01	6	21.59	0.47	0.48	
P1	14 	0.74	156 	0.78	145 	0.64	194 	0.78	322 	1.23	143 	0.85	32 	0.15	1006	0.75	7	223.89	0.15	0.15	
Q1.1	4 	0.21	30 	0.15	26 	0.11	17 	0.07	36 	0.14	16 	0.10	23 	0.11	152	0.11	7	10.28	0.10	0.10	
Q1.2	12 	0.64	43 	0.21	79 	0.35	73 	0.29	76 	0.29	45 	0.27	63 	0.30	391	0.29	7	13.03	0.05	0.05	
Q1.3	2 	0.11	5 	0.02	4 	0.02	13 	0.05	12 	0.05	2 	0.01	9 	0.04	47	0.04	7	11.24	0.21	0.22	
Q2.1	7 	0.37	17 	0.08	29 	0.13	38 	0.15	50 	0.19	25 	0.15	33 	0.16	199	0.15	7	14.75	0.09	0.09	
Q2.2	9 	0.48	68 	0.34	94 	0.41	129 	0.52	131 	0.50	100 	0.60	198 	0.94	729	0.55	7	77.74	0.13	0.13	
Q3	3 	0.16	23 	0.11	11 	0.05	27 	0.11	19 	0.07	47 	0.28	10 	0.05	140	0.10	7	54.18	0.24	0.24	
Q4	0	0.00	5 	0.02	18 	0.08	17 	0.07	20 	0.08	13 	0.08	5 	0.02	78	0.06	6	16.97	0.19	0.20	
Q4.1	1 	0.05	2 	0.01	9 	0.04	7 	0.03	3 	0.01	4 	0.02	0	0.00	26	0.02	6	15.75	0.31	0.32	
Q4.2	0	0.00	5 	0.02	4 	0.02	6 	0.02	5 	0.02	2 	0.01	8 	0.04	30	0.02	6	4.19	0.14	0.14	
Q4.3	1 	0.05	6 	0.03	3 	0.01	9 	0.04	5 	0.02	6 	0.04	12 	0.06	42	0.03	7	8.58	0.18	0.19	
S1.1.1	10 	0.53	56 	0.28	87 	0.38	152 	0.61	145 	0.55	56 	0.33	70 	0.33	576	0.43	7	48.43	0.14	0.14	
S1.1.2+	0	0.00	19 	0.09	22 	0.10	26 	0.10	23 	0.09	8 	0.05	17 	0.08	115	0.09	6	8.14	0.08	0.08	
S1.1.2-	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	4	0.00	4	4.08	0.40	0.40	
S1.1.3	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	1 	0.01	0	0.00	4	0.00	3	5.72	0.49	0.50	
S1.1.3+	3 	0.16	10 	0.05	11 	0.05	20 	0.08	26 	0.10	19 	0.11	17 	0.08	106	0.08	7	10.31	0.12	0.12	
S1.1.3+++	0	0.00	1 	0.00	1 	0.00	1 	0.00	2 	0.01	1 	0.01	0	0.00	6	0.00	5	2.63	0.19	0.20	
S1.1.3-	0	0.00	2 	0.01	1 	0.00	4 	0.02	1 	0.00	1 	0.01	3 	0.01	12	0.01	6	3.88	0.26	0.26	
S1.1.4+	0	0.00	15 	0.07	2 	0.01	5 	0.02	9 	0.03	5 	0.03	2 	0.01	38	0.03	6	20.24	0.29	0.30	
S1.2	0	0.00	1 	0.00	8 	0.04	0	0.00	3 	0.01	2 	0.01	2 	0.01	16	0.01	5	14.28	0.33	0.33	
S1.2.1+	0	0.00	7 	0.03	7 	0.03	11 	0.04	6 	0.02	10 	0.06	8 	0.04	49	0.04	6	5.60	0.12	0.12	
S1.2.1-	0	0.00	2 	0.01	6 	0.03	8 	0.03	10 	0.04	2 	0.01	3 	0.01	31	0.02	6	7.78	0.22	0.23	
S1.2.2+	0	0.00	1 	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	4	0.00	3	5.46	0.47	0.47	
S1.2.2-	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	4	0.00	3	6.14	0.53	0.54	
S1.2.3+	0	0.00	2 	0.01	3 	0.01	2 	0.01	2 	0.01	3 	0.02	4 	0.02	16	0.01	6	2.54	0.17	0.17	
S1.2.3+++	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
S1.2.4+	0	0.00	1 	0.00	0	0.00	10 	0.04	3 	0.01	0	0.00	2 	0.01	16	0.01	4	21.30	0.44	0.45	
S1.2.4-	0	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	3 	0.02	0	0.00	7	0.01	3	12.00	0.55	0.56	
S1.2.5+	0	0.00	43 	0.21	17 	0.07	26 	0.10	34 	0.13	9 	0.05	16 	0.08	145	0.11	6	31.79	0.18	0.19	
S1.2.5++	0	0.00	5 	0.02	1 	0.00	7 	0.03	4 	0.02	2 	0.01	3 	0.01	22	0.02	6	6.23	0.21	0.21	
S1.2.5+++	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	2	0.00	2	4.64	0.68	0.69	
S1.2.5-	0	0.00	6 	0.03	0	0.00	14 	0.06	5 	0.02	8 	0.05	12 	0.06	45	0.03	5	25.45	0.29	0.29	
S1.2.5--	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
S1.2.6+	0	0.00	7 	0.03	2 	0.01	6 	0.02	6 	0.02	1 	0.01	0	0.00	22	0.02	5	14.50	0.33	0.34	
S1.2.6-	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	3	0.00	2	7.74	0.68	0.69	
S2	12 	0.64	176 	0.88	191 	0.84	263 	1.06	329 	1.26	143 	0.85	171 	0.81	1285	0.96	7	38.92	0.08	0.08	
S2.1	1 	0.05	19 	0.09	30 	0.13	41 	0.17	14 	0.05	28 	0.17	16 	0.08	149	0.11	7	24.20	0.18	0.19	
S2.2	0	0.00	2 	0.01	1 	0.00	2 	0.01	1 	0.00	3 	0.02	0	0.00	9	0.01	5	6.14	0.32	0.32	
S3.1	1 	0.05	19 	0.09	29 	0.13	30 	0.12	38 	0.15	11 	0.07	25 	0.12	153	0.11	7	8.09	0.09	0.09	
S3.2	0	0.00	6 	0.03	16 	0.07	6 	0.02	16 	0.06	6 	0.04	5 	0.02	55	0.04	6	12.35	0.22	0.22	
S3.2-	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
S4	5 	0.27	61 	0.30	28 	0.12	54 	0.22	78 	0.30	47 	0.28	67 	0.32	340	0.25	7	27.53	0.11	0.12	
S5	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.74	0.69	0.70	
S5+	18 	0.96	161 	0.80	209 	0.92	338 	1.36	237 	0.91	156 	0.93	128 	0.61	1247	0.93	7	74.45	0.09	0.09	
S5-	1 	0.05	24 	0.12	21 	0.09	30 	0.12	35 	0.13	26 	0.16	42 	0.20	179	0.13	7	11.50	0.10	0.10	
S6+	20 	1.06	142 	0.71	136 	0.60	159 	0.64	219 	0.84	120 	0.72	178 	0.85	974	0.73	7	18.71	0.06	0.06	
S6-	10 	0.53	19 	0.09	20 	0.09	41 	0.17	41 	0.16	20 	0.12	16 	0.08	167	0.13	7	27.66	0.15	0.16	
S7.1	0	0.00	2 	0.01	3 	0.01	9 	0.04	7 	0.03	3 	0.02	9 	0.04	33	0.02	6	8.52	0.22	0.22	
S7.1+	11 	0.58	120 	0.60	151 	0.67	189 	0.76	201 	0.77	98 	0.59	150 	0.71	920	0.69	7	10.19	0.05	0.05	
S7.1++	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.00	1 	0.01	2 	0.01	6	0.00	5	2.98	0.22	0.22	
S7.1-	3 	0.16	9 	0.04	20 	0.09	18 	0.07	19 	0.07	7 	0.04	13 	0.06	89	0.07	7	6.93	0.11	0.11	
S7.2+	0	0.00	15 	0.07	8 	0.04	15 	0.06	15 	0.06	10 	0.06	18 	0.09	81	0.06	6	7.68	0.10	0.10	
S7.2-	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.01	1 	0.00	4	0.00	4	3.38	0.33	0.34	
S7.3	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.03	0.63	0.64	
S7.3+	0	0.00	3 	0.01	2 	0.01	3 	0.01	2 	0.01	3 	0.02	6 	0.03	19	0.01	6	4.60	0.20	0.20	
S7.4	0	0.00	2 	0.01	1 	0.00	2 	0.01	3 	0.01	1 	0.01	4 	0.02	13	0.01	6	3.08	0.19	0.19	
S7.4+	7 	0.37	42 	0.21	78 	0.34	124 	0.50	84 	0.32	58 	0.35	90 	0.43	483	0.36	7	30.97	0.10	0.10	
S7.4-	0	0.00	11 	0.05	20 	0.09	19 	0.08	11 	0.04	8 	0.05	6 	0.03	75	0.06	6	12.04	0.16	0.17	
S8+	35 	1.86	384 	1.91	393 	1.73	516 	2.08	581 	2.22	280 	1.67	425 	2.02	2614	1.96	7	24.97	0.04	0.04	
S8-	4 	0.21	33 	0.16	43 	0.19	46 	0.19	76 	0.29	56 	0.33	90 	0.43	348	0.26	7	42.17	0.16	0.16	
S9	0	0.00	8 	0.04	7 	0.03	16 	0.06	8 	0.03	2 	0.01	3 	0.01	44	0.03	6	13.26	0.21	0.21	
T1	2 	0.11	16 	0.08	40 	0.18	27 	0.11	14 	0.05	18 	0.11	22 	0.10	139	0.10	7	18.55	0.13	0.13	
T1.1	0	0.00	15 	0.07	5 	0.02	7 	0.03	9 	0.03	1 	0.01	8 	0.04	45	0.03	6	15.88	0.21	0.21	
T1.1.1	2 	0.11	46 	0.23	21 	0.09	34 	0.14	31 	0.12	23 	0.14	26 	0.12	183	0.14	7	15.09	0.10	0.10	
T1.1.2	2 	0.11	45 	0.22	81 	0.36	38 	0.15	53 	0.20	48 	0.29	53 	0.25	320	0.24	7	25.32	0.12	0.12	
T1.1.3	18 	0.96	608 	3.02	444 	1.96	792 	3.19	338 	1.29	328 	1.96	409 	1.94	2937	2.20	7	302.81	0.14	0.14	
T1.2	1 	0.05	9 	0.04	1 	0.00	11 	0.04	10 	0.04	10 	0.06	4 	0.02	46	0.03	7	15.29	0.22	0.22	
T1.3	11 	0.58	109 	0.54	144 	0.63	140 	0.56	151 	0.58	92 	0.55	113 	0.54	760	0.57	7	2.47	0.02	0.02	
T1.3+	1 	0.05	13 	0.06	20 	0.09	30 	0.12	18 	0.07	10 	0.06	12 	0.06	104	0.08	7	8.36	0.12	0.13	
T1.3++	0	0.00	2 	0.01	3 	0.01	4 	0.02	6 	0.02	2 	0.01	0	0.00	17	0.01	5	7.92	0.21	0.22	
T1.3+++	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
T1.3-	0	0.00	0	0.00	4 	0.02	5 	0.02	6 	0.02	4 	0.02	0	0.00	19	0.01	4	15.05	0.32	0.33	
T2+	9 	0.48	56 	0.28	64 	0.28	67 	0.27	82 	0.31	49 	0.29	53 	0.25	380	0.28	7	3.88	0.03	0.03	
T2++	3 	0.16	75 	0.37	66 	0.29	63 	0.25	80 	0.31	55 	0.33	114 	0.54	456	0.34	7	32.71	0.11	0.11	
T2+++	0	0.00	3 	0.01	2 	0.01	4 	0.02	2 	0.01	3 	0.02	4 	0.02	18	0.01	6	2.50	0.16	0.16	
T2-	16 	0.85	47 	0.23	96 	0.42	139 	0.56	103 	0.39	30 	0.18	71 	0.34	502	0.38	7	64.08	0.14	0.14	
T3	1 	0.05	15 	0.07	24 	0.11	24 	0.10	29 	0.11	17 	0.10	18 	0.09	128	0.10	7	2.57	0.06	0.06	
T3+	1 	0.05	12 	0.06	23 	0.10	16 	0.06	23 	0.09	9 	0.05	12 	0.06	96	0.07	7	5.58	0.11	0.11	
T3++	0	0.00	3 	0.01	3 	0.01	6 	0.02	2 	0.01	11 	0.07	4 	0.02	29	0.02	6	15.13	0.27	0.28	
T3+++	0	0.00	3 	0.01	0	0.00	1 	0.00	0	0.00	4 	0.02	0	0.00	8	0.01	3	15.74	0.60	0.61	
T3-	11 	0.58	181 	0.90	281 	1.24	150 	0.60	185 	0.71	78 	0.47	85 	0.40	971	0.73	7	135.26	0.16	0.16	
T3--	0	0.00	2 	0.01	2 	0.01	7 	0.03	2 	0.01	3 	0.02	3 	0.01	19	0.01	6	5.12	0.22	0.22	
T3---	0	0.00	1 	0.00	2 	0.01	3 	0.01	4 	0.02	6 	0.04	6 	0.03	22	0.02	6	8.52	0.26	0.27	
T4	0	0.00	1 	0.00	4 	0.02	2 	0.01	0	0.00	0	0.00	3 	0.01	10	0.01	4	10.17	0.39	0.39	
T4+	0	0.00	4 	0.02	2 	0.01	14 	0.06	14 	0.05	12 	0.07	2 	0.01	48	0.04	6	24.60	0.33	0.33	
T4++++	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
T4-	0	0.00	7 	0.03	2 	0.01	8 	0.03	3 	0.01	2 	0.01	5 	0.02	27	0.02	6	7.82	0.25	0.25	
T4--	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	3	0.00	3	3.90	0.48	0.48	
W1	2 	0.11	44 	0.22	24 	0.11	35 	0.14	55 	0.21	15 	0.09	31 	0.15	206	0.15	7	19.50	0.13	0.14	
W2	0	0.00	1 	0.00	4 	0.02	1 	0.00	2 	0.01	0	0.00	0	0.00	8	0.01	4	8.43	0.38	0.39	
W2-	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.14	0.64	0.65	
W3	6 	0.32	52 	0.26	120 	0.53	58 	0.23	59 	0.23	57 	0.34	50 	0.24	402	0.30	7	46.45	0.15	0.15	
W4	0	0.00	16 	0.08	75 	0.33	65 	0.26	70 	0.27	25 	0.15	39 	0.19	290	0.22	6	52.98	0.17	0.17	
W5	2 	0.11	31 	0.15	80 	0.35	69 	0.28	68 	0.26	47 	0.28	19 	0.09	316	0.24	7	48.10	0.16	0.16	
X1	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	1 	0.01	0	0.00	4	0.00	3	5.72	0.49	0.50	
X2	0	0.00	0	0.00	3 	0.01	2 	0.01	12 	0.05	2 	0.01	0	0.00	19	0.01	4	24.66	0.44	0.44	
X2.1	1 	0.05	52 	0.26	42 	0.19	29 	0.12	68 	0.26	43 	0.26	44 	0.21	279	0.21	7	22.67	0.11	0.11	
X2.1-	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	3	0.00	3	4.15	0.50	0.50	
X2.2	0	0.00	5 	0.02	1 	0.00	4 	0.02	16 	0.06	0	0.00	5 	0.02	31	0.02	5	25.63	0.33	0.34	
X2.2+	3 	0.16	35 	0.17	34 	0.15	40 	0.16	62 	0.24	40 	0.24	29 	0.14	243	0.18	7	11.26	0.10	0.10	
X2.2-	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	4	0.00	3	6.66	0.53	0.54	
X2.3+	0	0.00	11 	0.05	13 	0.06	13 	0.05	17 	0.06	3 	0.02	5 	0.02	62	0.05	6	11.16	0.17	0.17	
X2.4	7 	0.37	55 	0.27	51 	0.22	92 	0.37	73 	0.28	33 	0.20	34 	0.16	345	0.26	7	24.68	0.11	0.11	
X2.4+	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
X2.5+	0	0.00	12 	0.06	13 	0.06	6 	0.02	13 	0.05	9 	0.05	5 	0.02	58	0.04	6	9.02	0.17	0.17	
